user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
1507,Male,18.0,US,Family,123,41.0,0.42,Web,0,1,1
1508,Male,23.0,CA,Family,171,84.0,0.11,Mobile,0,1,0
1509,Female,43.0,CA,Student,112,31.0,0.6,Desktop,0,1,1
1510,Male,58.0,UK,Premium,85,58.0,0.04,Web,30,0,0
1511,Other,33.0,,Family,153,85.0,0.04,Web,0,1,0
1512,Male,37.0,PK,Family,254,84.0,0.01,Desktop,0,1,0
1513,Female,53.0,UK,Student,211,47.0,0.06,Web,0,1,0
1514,Female,40.0,PK,Family,155,61.0,0.46,Mobile,0,1,1
1515,Male,40.0,US,Free,124,,0.34,Web,42,0,1
1516,Female,18.0,UK,Student,120,23.0,0.45,Web,0,1,1
1517,Other,25.0,PK,Free,122,82.0,0.27,Web,47,0,1
1518,Male,59.0,UK,Free,135,63.0,0.08,Web,30,0,1
1519,Female,25.0,,Free,24,29.0,0.29,Desktop,9,0,1
1520,Male,40.0,PK,Free,84,6.0,0.32,Web,18,0,0
1521,Female,35.0,,Premium,15,40.0,0.37,Mobile,0,1,1
1522,Other,37.0,PK,Family,219,9.0,0.02,Desktop,0,1,0
1523,Male,21.0,,Premium,81,17.0,0.32,Web,0,1,1
1524,Female,44.0,DE,Free,222,51.0,0.4,Web,17,0,1
8046,Male,36.0,IN,Premium,165,45.0,0.46,Desktop,0,1,1
1526,Male,57.0,CA,,130,7.0,0.08,Mobile,0,1,1
1527,Male,30.0,DE,Family,175,84.0,0.04,Web,0,1,0
1528,Female,30.0,UK,Student,299,61.0,0.53,Web,0,1,1
1529,Female,49.0,FR,Student,38,13.0,0.16,Desktop,0,1,1
1530,Other,19.0,PK,Family,12,83.0,0.2,Desktop,0,1,0
1531,Male,20.0,UK,Free,61,1.0,0.27,Desktop,43,0,1
1532,Other,19.0,AU,Family,219,58.0,0.22,Desktop,0,1,0
1533,Other,20.0,AU,Free,120,46.0,0.0,Web,16,0,1
1534,Female,,,Premium,92,,0.44,Desktop,0,1,0
1535,Male,41.0,UK,Student,65,87.0,0.47,Web,0,1,1
1536,Female,46.0,FR,Student,271,13.0,0.48,Web,0,1,1
1537,Other,26.0,UK,Family,270,4.0,0.15,Web,0,1,0
1538,Female,51.0,DE,Premium,180,64.0,0.59,Desktop,0,1,1
1539,Other,46.0,AU,Free,154,95.0,0.21,Mobile,37,0,1
1540,Male,16.0,DE,Free,76,30.0,0.58,Web,6,0,1
1541,Male,27.0,UK,Premium,36,57.0,0.39,Mobile,0,1,1
1542,Other,59.0,US,Premium,79,24.0,0.28,,0,1,0
1543,Other,58.0,FR,Family,238,74.0,0.2,Desktop,0,1,0
1544,Female,57.0,IN,Family,64,71.0,0.03,Desktop,0,1,0
1545,Female,,PK,,258,50.0,0.11,Mobile,0,1,0
1546,Other,,DE,Family,228,72.0,0.38,Web,0,1,0
1547,Female,51.0,DE,Free,43,4.0,0.08,Web,41,0,1
1548,Female,50.0,AU,Free,162,,0.24,,11,0,1
1549,Other,33.0,IN,Family,144,66.0,0.05,Desktop,0,1,1
1550,Female,31.0,US,Family,74,78.0,0.39,Desktop,0,1,1
1551,Male,28.0,,Student,213,48.0,0.22,Desktop,0,1,0
1552,Female,47.0,UK,Family,108,56.0,0.28,Web,0,1,0
1553,Female,23.0,FR,,127,95.0,0.27,Mobile,16,0,1
1554,Male,59.0,FR,Free,295,8.0,0.41,Web,47,0,1
1555,Female,19.0,PK,Student,71,50.0,0.27,Desktop,0,1,1
1556,Male,35.0,,Premium,156,44.0,0.56,Mobile,0,1,1
1557,Female,44.0,IN,Student,35,64.0,0.39,Mobile,0,1,1
1558,Female,,UK,Student,149,21.0,0.26,Web,0,1,1
1559,Female,,PK,Student,160,46.0,0.3,Mobile,0,1,1
1560,Male,,UK,Premium,190,26.0,0.51,Web,0,1,0
1561,Other,56.0,CA,Premium,37,9.0,0.29,Desktop,0,1,1
1562,Female,20.0,PK,Free,48,76.0,0.17,Mobile,13,0,1
1563,Female,57.0,AU,Family,148,96.0,0.17,Desktop,0,1,0
1564,Female,17.0,DE,Premium,156,23.0,0.03,Desktop,0,1,0
1565,Male,40.0,US,Premium,171,45.0,0.42,Web,0,1,0
1566,Female,54.0,PK,Family,276,39.0,0.16,Web,0,1,0
1567,Other,38.0,CA,Family,178,96.0,0.07,,0,1,0
1568,Female,30.0,UK,Free,193,66.0,0.57,Desktop,43,0,1
1569,Female,36.0,DE,Free,68,20.0,0.47,Web,17,0,1
1570,Male,47.0,PK,Free,237,74.0,0.5,Mobile,48,0,1
1571,Female,39.0,DE,Student,54,20.0,0.19,Desktop,0,1,1
1572,Female,16.0,AU,Family,29,67.0,0.11,Mobile,0,1,0
1573,Other,48.0,PK,Premium,265,61.0,0.05,Mobile,0,1,0
1574,Male,59.0,PK,Student,138,72.0,0.2,Mobile,0,1,1
1575,Female,58.0,UK,Premium,165,21.0,0.02,Mobile,0,1,0
1576,Other,,CA,Family,135,12.0,0.32,Web,0,1,1
1577,Female,41.0,UK,Free,156,9.0,0.31,Mobile,25,0,1
1578,Other,49.0,UK,Family,289,88.0,0.32,Web,0,1,0
1579,Male,36.0,FR,Free,205,33.0,0.25,Web,46,0,1
1580,Male,58.0,,Student,158,66.0,0.04,Desktop,0,1,0
1581,Male,47.0,FR,Student,150,52.0,0.03,Web,0,1,0
1582,Male,42.0,DE,Student,83,12.0,0.04,Desktop,0,1,1
1583,Other,27.0,PK,Free,216,49.0,0.05,Mobile,31,0,1
1584,Female,34.0,PK,Premium,99,78.0,0.43,Desktop,0,1,0
1585,Female,36.0,AU,Family,171,55.0,0.15,Mobile,0,1,0
1586,Other,18.0,CA,Student,126,15.0,0.08,Web,0,1,1
1587,Female,39.0,DE,Premium,133,52.0,0.57,Web,0,1,1
1588,Female,56.0,AU,,289,29.0,0.13,Desktop,0,1,0
1589,Male,21.0,US,Premium,215,30.0,0.55,Mobile,10,0,1
1590,Male,50.0,CA,Premium,90,51.0,0.1,Desktop,0,1,0
1591,Female,51.0,DE,,208,89.0,0.11,Mobile,0,1,0
1592,Female,59.0,AU,Premium,88,,0.1,Mobile,22,0,0
1593,Female,17.0,US,Free,18,82.0,0.02,Mobile,38,0,1
1594,Female,58.0,AU,Student,10,5.0,0.12,Desktop,0,1,1
1595,Other,40.0,FR,Student,232,43.0,0.54,Web,0,1,1
1596,Female,,US,Free,110,26.0,0.31,Mobile,40,0,1
1597,Female,55.0,US,Premium,147,98.0,0.08,Desktop,0,1,0
1598,Other,17.0,AU,Student,48,51.0,0.07,Desktop,0,1,1
1599,Other,23.0,PK,Premium,254,46.0,0.49,Web,0,1,0
1600,Female,16.0,PK,Premium,268,16.0,0.33,Desktop,0,1,0
1601,Male,55.0,UK,Family,220,54.0,0.31,Web,0,1,0
1602,Male,39.0,FR,Free,299,56.0,0.24,Web,15,0,1
1603,Male,48.0,CA,Premium,252,33.0,0.36,Mobile,0,1,0
1604,Male,35.0,IN,,75,92.0,0.38,Desktop,0,1,1
1605,Female,20.0,DE,Student,62,94.0,0.52,Desktop,0,1,1
8047,Male,44.0,CA,Premium,86,4.0,0.43,Desktop,0,1,1
1607,Female,,IN,Premium,128,30.0,0.11,Desktop,0,1,0
1608,Female,59.0,PK,Free,68,17.0,0.5,,38,0,1
8048,Male,,IN,Family,74,59.0,0.16,Mobile,0,1,0
1610,Female,49.0,CA,Family,170,45.0,0.21,,0,1,0
1611,Female,39.0,AU,Premium,266,28.0,0.4,Desktop,0,1,0
1612,Other,58.0,IN,Premium,69,27.0,0.23,Mobile,0,1,0
1613,Other,31.0,IN,Premium,125,56.0,0.21,,0,1,0
1614,Female,25.0,PK,Student,60,31.0,0.29,Web,0,1,1
1615,Female,56.0,,Premium,202,82.0,0.41,Desktop,0,1,0
1616,Female,17.0,PK,Family,227,65.0,0.48,Mobile,0,1,1
1617,Male,34.0,FR,Family,80,62.0,0.08,Mobile,0,1,0
1618,Male,51.0,IN,Free,176,,0.09,Web,39,0,1
1619,Female,43.0,,Premium,218,77.0,0.14,Desktop,35,0,0
1620,Female,28.0,AU,Premium,241,47.0,0.28,Web,0,1,0
1621,Male,38.0,US,Free,16,50.0,0.48,Mobile,20,0,1
1622,Male,28.0,CA,Family,217,47.0,0.36,,0,1,0
1623,Other,44.0,US,Premium,293,39.0,0.48,Desktop,0,1,0
1624,Male,42.0,DE,Family,59,52.0,0.3,Web,0,1,0
1625,Female,49.0,PK,Student,99,11.0,0.12,Web,0,1,1
1626,Other,27.0,AU,Free,204,23.0,0.49,Mobile,8,0,1
1627,Male,54.0,UK,Premium,203,97.0,0.08,Desktop,0,1,0
1628,Female,51.0,CA,Premium,145,30.0,0.42,Web,0,1,1
1629,Other,45.0,DE,Family,272,,0.31,Mobile,0,1,0
1630,Other,21.0,,Free,141,26.0,0.43,Mobile,36,0,1
1631,Female,37.0,UK,Family,222,,0.02,Desktop,0,1,0
1632,Male,27.0,IN,Premium,165,35.0,0.58,Web,0,1,1
1633,Female,,CA,Free,215,35.0,0.06,Mobile,19,0,1
1634,Female,22.0,PK,Student,111,48.0,0.01,Web,0,1,0
1635,Female,,UK,Student,55,40.0,0.44,Web,0,1,0
1636,Female,16.0,DE,,184,83.0,0.14,Mobile,0,1,0
1637,Male,31.0,PK,Free,56,56.0,0.14,Mobile,20,0,1
1638,Male,28.0,,Family,52,21.0,0.09,Web,0,1,0
1639,Female,48.0,,Free,292,23.0,0.45,Web,39,0,0
1640,Other,45.0,PK,Premium,155,7.0,0.27,Web,0,1,0
1641,Male,18.0,DE,Student,274,43.0,0.49,Desktop,0,1,1
1642,Other,54.0,PK,Premium,299,64.0,0.19,Desktop,0,1,0
1643,Other,35.0,CA,Free,262,54.0,0.32,Web,19,0,1
1644,Female,46.0,,Premium,224,27.0,0.16,Mobile,0,1,0
1645,Other,24.0,US,Student,283,8.0,0.56,Desktop,0,1,1
1646,Female,41.0,DE,,220,87.0,0.19,Mobile,0,1,0
1647,Female,39.0,UK,Student,95,91.0,0.16,Desktop,0,1,1
1648,Male,41.0,PK,Student,64,38.0,0.54,Web,0,1,1
1649,Male,40.0,PK,Family,145,99.0,0.1,Desktop,0,1,0
1650,Male,40.0,DE,Student,25,25.0,0.41,Web,0,1,1
1651,Other,,PK,Student,25,62.0,0.23,Web,0,1,1
1652,Male,18.0,UK,Family,137,72.0,0.15,Mobile,0,1,0
1653,Male,52.0,CA,Family,59,79.0,0.48,Mobile,0,1,1
1654,Female,56.0,AU,Student,236,65.0,0.58,,0,1,1
1655,Male,57.0,FR,Free,158,51.0,0.2,Desktop,42,0,1
1656,Female,36.0,,Family,135,,0.04,Mobile,0,1,0
1657,Male,,CA,Free,99,63.0,0.08,Web,31,0,1
1658,Female,37.0,UK,Premium,138,98.0,0.54,,17,0,1
1659,Male,48.0,DE,Premium,107,9.0,0.04,Mobile,0,1,0
1660,Male,53.0,UK,Student,196,3.0,0.07,Mobile,0,1,1
1661,Female,17.0,,Premium,151,53.0,0.25,Web,0,1,0
1662,Other,54.0,CA,Premium,218,76.0,0.41,Mobile,49,0,1
1663,Other,,US,Student,33,93.0,0.09,Mobile,0,1,0
1664,Male,35.0,UK,Premium,138,31.0,0.26,Web,0,1,0
1665,Female,37.0,UK,Premium,221,65.0,0.01,Mobile,0,1,0
1666,Male,34.0,DE,Premium,234,7.0,0.01,Web,0,1,0
1667,Other,33.0,AU,Free,236,56.0,0.17,Web,19,0,1
1668,Female,55.0,IN,Free,242,14.0,0.04,Desktop,17,0,0
1669,Male,24.0,PK,Student,118,60.0,0.51,Mobile,0,1,1
1670,Female,35.0,UK,Premium,98,45.0,0.14,Web,0,1,0
1671,Male,41.0,,Student,108,74.0,0.36,Web,0,1,1
1672,Other,51.0,IN,Student,198,41.0,0.47,Mobile,0,1,1
1673,Female,16.0,,Premium,148,76.0,0.5,Desktop,0,1,1
1674,Male,45.0,DE,Student,198,4.0,0.15,,0,1,1
1675,Other,34.0,AU,Family,245,20.0,0.12,Desktop,0,1,0
1676,Female,48.0,IN,Premium,272,96.0,0.34,Desktop,46,0,1
1677,Female,49.0,CA,Student,24,25.0,0.2,Desktop,0,1,1
1678,Male,46.0,IN,Premium,291,29.0,0.03,Web,0,1,0
1679,Male,35.0,FR,Premium,244,42.0,0.48,Desktop,0,1,0
1680,Female,18.0,DE,Student,29,5.0,0.01,Web,0,1,1
1681,Female,36.0,US,,189,30.0,0.53,,20,0,1
1682,Female,58.0,UK,Free,237,52.0,0.19,Web,19,0,0
1683,Female,24.0,DE,Free,246,51.0,0.37,Mobile,30,0,1
1684,Female,46.0,,Premium,213,,0.35,Mobile,32,0,1
1685,Female,35.0,UK,Free,182,,0.53,Web,40,0,1
1686,Female,34.0,DE,Free,16,46.0,0.01,Web,47,0,1
1687,Male,18.0,FR,Family,294,3.0,0.44,Web,0,1,0
1688,Female,39.0,US,Free,140,54.0,0.16,Desktop,33,0,1
1689,Female,33.0,FR,Free,110,11.0,0.52,Desktop,19,0,1
1690,Female,29.0,UK,Free,93,99.0,0.25,Mobile,47,0,1
1691,Female,41.0,IN,Premium,221,64.0,0.35,Web,0,1,0
1692,Female,,UK,Premium,142,1.0,0.59,Desktop,0,1,1
1693,Male,51.0,CA,Student,72,43.0,0.38,Mobile,0,1,1
1694,Male,45.0,CA,Student,256,50.0,0.21,Mobile,0,1,1
1695,Female,17.0,AU,Premium,66,25.0,0.52,Desktop,18,0,1
1696,Female,29.0,UK,Premium,81,21.0,0.19,Mobile,0,1,0
1697,Female,30.0,DE,Student,37,,0.53,,0,1,1
1698,Male,52.0,US,Premium,92,60.0,0.55,Mobile,0,1,1
1699,Female,53.0,US,Family,32,6.0,0.19,Web,0,1,0
1700,Female,,DE,Student,175,8.0,0.01,,0,1,0
1701,Male,32.0,DE,Family,106,44.0,0.58,Mobile,0,1,0
1702,Male,58.0,FR,Premium,154,28.0,0.19,Web,0,1,0
1703,Other,23.0,IN,Premium,210,66.0,0.01,Mobile,0,1,0
1704,Male,16.0,DE,Family,226,78.0,0.38,Web,0,1,0
1705,Other,57.0,DE,Student,78,21.0,0.08,Web,0,1,1
1706,Female,25.0,FR,Free,220,89.0,0.56,Web,33,0,1
1707,Other,53.0,UK,,124,97.0,0.47,Desktop,0,1,0
1708,Other,59.0,US,Student,217,37.0,0.07,Web,0,1,0
1709,Male,21.0,CA,,41,43.0,0.17,Mobile,22,0,1
1710,Other,22.0,CA,Premium,205,94.0,0.26,Desktop,0,1,0
1711,Male,16.0,US,Premium,166,14.0,0.18,Mobile,0,1,0
1712,Female,43.0,US,Premium,271,66.0,0.54,Mobile,0,1,0
1713,Other,59.0,DE,Free,66,35.0,0.0,Web,49,0,1
1714,Female,52.0,UK,,280,,0.41,Mobile,0,1,1
1715,Female,50.0,DE,Free,62,78.0,0.47,Web,26,0,1
1716,Other,57.0,AU,Student,53,96.0,0.28,Desktop,0,1,0
1717,Female,37.0,FR,Premium,90,80.0,0.3,Desktop,0,1,0
1718,Female,19.0,DE,Premium,23,50.0,0.43,Desktop,0,1,1
1719,Male,29.0,IN,Premium,57,78.0,0.45,Web,37,0,0
1720,Female,46.0,DE,Student,226,22.0,0.08,Web,0,1,0
1721,Female,53.0,UK,Student,274,71.0,0.55,Mobile,0,1,1
1722,Female,23.0,IN,Premium,133,93.0,0.48,Mobile,0,1,0
1723,Other,34.0,CA,Free,95,71.0,0.52,Web,34,0,1
1724,Female,49.0,FR,Premium,68,3.0,0.26,Desktop,0,1,0
1725,Female,23.0,US,Student,146,57.0,0.4,Web,0,1,1
1726,Male,16.0,IN,Free,281,79.0,0.19,,15,0,1
1727,Female,32.0,US,Free,59,26.0,0.33,Web,23,0,1
1728,Female,21.0,AU,Family,263,1.0,0.02,Web,0,1,0
1729,Female,40.0,DE,Free,180,37.0,0.19,Desktop,45,0,1
1730,Female,,IN,Free,188,36.0,0.4,Mobile,16,0,1
1731,Female,,PK,Free,99,77.0,0.55,Mobile,6,0,1
1732,Female,38.0,FR,Premium,290,76.0,0.38,Web,0,1,0
1733,Other,49.0,UK,Family,239,93.0,0.54,Desktop,0,1,1
1734,Female,17.0,AU,Family,114,40.0,0.35,Web,0,1,1
1735,Male,19.0,IN,Student,23,15.0,0.48,Desktop,0,1,1
1736,Other,39.0,PK,Free,89,20.0,0.09,Web,34,0,1
1737,Male,22.0,DE,Premium,279,20.0,0.51,,0,1,0
1738,Other,,UK,Premium,180,80.0,0.42,Web,0,1,0
1739,Male,52.0,CA,Student,154,88.0,0.39,Mobile,0,1,1
1740,Other,23.0,UK,Premium,267,84.0,0.16,Mobile,0,1,0
1741,Male,20.0,AU,Family,119,63.0,0.41,Desktop,0,1,1
1742,Female,34.0,US,Family,167,54.0,0.01,Mobile,0,1,0
1743,Female,32.0,FR,Free,111,70.0,0.18,Web,13,0,1
1744,Female,47.0,FR,,87,30.0,0.45,Web,0,1,1
1745,Female,26.0,DE,Free,163,76.0,0.58,Mobile,36,0,1
1746,Other,59.0,IN,,283,3.0,0.37,Mobile,0,1,0
1747,Female,16.0,PK,Family,90,58.0,0.15,Mobile,0,1,1
1748,Female,,UK,Premium,101,27.0,0.55,Desktop,0,1,1
1749,Female,57.0,US,Family,64,82.0,0.5,Mobile,0,1,1
1750,Other,26.0,UK,Free,137,58.0,0.0,,28,0,1
1751,Female,20.0,CA,Family,189,29.0,0.27,Desktop,0,1,0
1752,Male,27.0,CA,Student,134,46.0,0.46,,0,1,1
1753,Other,17.0,IN,,173,79.0,0.41,Mobile,0,1,1
1754,Male,57.0,UK,Premium,219,73.0,0.07,Desktop,0,1,0
1755,Female,49.0,UK,Premium,156,19.0,0.4,Desktop,0,1,0
1756,Male,45.0,DE,Student,285,60.0,0.07,Mobile,0,1,0
1757,Female,57.0,FR,Family,179,97.0,0.19,Web,0,1,0
1758,Male,44.0,AU,Student,12,17.0,0.5,Web,0,1,1
1759,Male,34.0,IN,Free,137,18.0,0.28,Mobile,38,0,1
1760,Other,23.0,IN,Premium,105,79.0,0.26,Desktop,0,1,0
1761,Other,36.0,AU,Free,72,3.0,0.15,Mobile,48,0,1
1762,Male,34.0,CA,Premium,171,45.0,0.15,,0,1,0
1763,Other,54.0,DE,Free,290,91.0,0.42,Desktop,41,0,1
1764,Other,35.0,,Family,47,29.0,0.54,Desktop,0,1,1
1765,Female,31.0,PK,Premium,154,47.0,0.31,Web,0,1,0
1766,Male,,DE,,50,96.0,0.05,,33,0,1
1767,Other,17.0,DE,Student,59,41.0,0.31,Mobile,0,1,1
1768,Female,49.0,UK,Student,166,80.0,0.49,Desktop,0,1,1
1769,Other,21.0,,Family,214,11.0,0.03,Desktop,0,1,0
1770,Other,46.0,DE,Premium,157,71.0,0.52,,0,1,1
1771,Female,53.0,UK,Student,38,44.0,0.15,Web,0,1,1
1772,Female,52.0,DE,Premium,243,,0.21,Desktop,0,1,0
1773,Other,35.0,DE,Student,261,57.0,0.28,Web,0,1,1
1774,Male,21.0,UK,Student,113,71.0,0.5,Web,0,1,0
1775,Other,34.0,UK,Premium,294,71.0,0.2,Desktop,0,1,0
1776,Other,33.0,DE,Premium,50,85.0,0.43,Desktop,0,1,1
1777,Other,26.0,IN,Student,209,35.0,0.2,Web,0,1,1
1778,Female,22.0,US,Premium,274,37.0,0.05,Web,0,1,0
1779,Female,22.0,US,Free,156,53.0,0.06,Web,45,0,1
1780,Female,27.0,IN,Premium,27,18.0,0.03,,0,1,0
1781,Female,37.0,AU,Free,276,21.0,0.07,Mobile,20,0,1
1782,Female,29.0,IN,Family,142,76.0,0.32,Mobile,0,1,0
1783,Female,28.0,UK,Premium,277,80.0,0.16,Mobile,0,1,0
1784,Female,21.0,US,Free,150,46.0,0.41,Desktop,18,0,1
1785,Male,46.0,UK,,169,28.0,0.15,Mobile,0,1,0
1786,Male,25.0,CA,Free,52,72.0,0.18,Desktop,26,0,1
1787,Female,59.0,DE,Family,72,10.0,0.36,Web,0,1,1
1788,Female,37.0,IN,Premium,197,34.0,0.56,Desktop,0,1,1
1789,Male,55.0,AU,Premium,54,27.0,0.31,Desktop,0,1,1
8049,Other,57.0,FR,,32,10.0,0.01,Web,35,0,1
1791,Male,,IN,Family,216,70.0,0.23,Desktop,0,1,0
1792,Other,49.0,IN,Student,155,54.0,0.42,Desktop,0,1,1
1793,Male,16.0,DE,Premium,186,52.0,0.42,Web,0,1,0
1794,Male,46.0,,Free,16,44.0,0.31,Desktop,26,0,1
1795,Male,47.0,PK,Free,268,86.0,0.01,Mobile,9,0,1
1796,Other,36.0,IN,Free,278,55.0,0.11,Desktop,27,0,1
1797,Other,34.0,AU,Premium,233,90.0,0.42,Web,0,1,0
1798,Other,57.0,US,Family,172,29.0,0.41,Web,0,1,1
1799,Other,45.0,DE,Free,162,85.0,0.04,Web,43,0,1
1800,Male,52.0,CA,Family,95,,0.02,Mobile,0,1,1
1801,Female,24.0,DE,Family,157,93.0,0.17,Mobile,0,1,0
1802,Other,24.0,IN,Premium,220,34.0,0.17,Desktop,0,1,0
1803,Other,29.0,IN,Premium,296,39.0,0.43,Desktop,0,1,0
1804,Other,47.0,DE,Student,66,60.0,0.13,Desktop,0,1,1
1805,Male,55.0,US,Premium,170,29.0,0.29,Mobile,0,1,0
1806,Female,41.0,AU,Premium,36,,0.42,Web,0,1,1
8050,Male,57.0,CA,Family,199,25.0,0.08,Web,0,1,0
1808,Male,22.0,AU,Premium,127,31.0,0.26,Mobile,0,1,0
1809,Female,41.0,PK,Free,34,66.0,0.27,,10,0,1
1810,Male,29.0,DE,Student,293,60.0,0.04,Desktop,0,1,0
1811,Male,59.0,FR,Premium,63,83.0,0.34,Mobile,0,1,0
1812,Male,17.0,IN,Premium,101,52.0,0.12,Web,0,1,0
1813,Male,32.0,UK,Premium,187,38.0,0.33,Web,0,1,0
1814,Female,42.0,DE,Premium,131,87.0,0.09,Mobile,12,0,1
1815,Female,46.0,FR,Premium,14,37.0,0.57,Desktop,0,1,1
1816,Other,53.0,AU,Free,141,87.0,0.5,Web,47,0,0
1817,Female,16.0,,Family,120,56.0,0.29,Desktop,0,1,0
1818,Other,19.0,FR,Free,102,26.0,0.46,,44,0,1
1819,Male,51.0,AU,,140,53.0,0.37,,20,0,1
1820,Other,43.0,IN,Student,171,69.0,0.37,Mobile,0,1,1
1821,Male,59.0,CA,Premium,243,62.0,0.51,Desktop,0,1,0
1822,Female,52.0,US,Family,119,2.0,0.21,Mobile,0,1,0
1823,Other,51.0,PK,,263,44.0,0.45,Web,19,0,1
1824,Female,26.0,IN,Premium,66,29.0,0.22,Mobile,0,1,0
1825,Female,26.0,UK,Family,10,75.0,0.59,Mobile,0,1,1
1826,Other,20.0,IN,Family,203,49.0,0.53,Mobile,0,1,1
1827,Female,33.0,FR,Student,235,,0.26,Web,0,1,1
1828,Other,56.0,UK,Premium,201,42.0,0.15,Mobile,0,1,0
1829,Male,33.0,AU,Free,181,81.0,0.28,Desktop,14,0,1
1830,Male,31.0,IN,,239,16.0,0.16,Web,0,1,1
1831,Male,58.0,DE,,10,8.0,0.59,Desktop,0,1,0
1832,Other,22.0,US,Free,93,10.0,0.03,Mobile,12,0,1
1833,Female,48.0,FR,Premium,183,26.0,0.32,Desktop,0,1,0
1834,Male,17.0,AU,Student,234,45.0,0.01,Web,0,1,0
1835,Other,35.0,DE,,197,30.0,0.21,Desktop,0,1,1
1836,Other,,DE,Free,62,15.0,0.42,Mobile,49,0,1
1837,Male,16.0,UK,Family,157,20.0,0.2,Web,0,1,0
1838,Female,48.0,,Student,124,,0.47,Mobile,0,1,1
8051,Other,42.0,UK,Premium,64,,0.19,Desktop,0,1,0
1840,Female,20.0,AU,Family,276,47.0,0.57,Mobile,0,1,1
1841,Female,26.0,PK,Student,40,71.0,0.21,Desktop,0,1,1
1842,Other,37.0,US,Premium,226,5.0,0.08,Desktop,0,1,0
1843,Male,51.0,PK,Premium,267,11.0,0.06,Desktop,0,1,0
8052,Male,42.0,UK,Free,297,12.0,0.54,Desktop,15,0,1
1845,Female,25.0,CA,Family,44,80.0,0.42,Mobile,0,1,0
1846,Male,18.0,CA,Free,264,52.0,0.33,Desktop,19,0,1
1847,Male,19.0,FR,Family,125,65.0,0.49,,0,1,1
1848,Female,23.0,FR,,263,82.0,0.25,Desktop,0,1,0
1849,Female,17.0,DE,Free,285,6.0,0.19,Web,18,0,1
1850,Female,22.0,CA,Premium,128,26.0,0.08,Web,0,1,0
1851,Female,,CA,Free,80,,0.55,,49,0,1
1852,Female,30.0,AU,,66,35.0,0.11,Mobile,0,1,1
1853,Other,31.0,DE,Student,84,87.0,0.46,Mobile,0,1,1
1854,Male,17.0,US,Premium,136,,0.27,Web,0,1,0
1855,Other,28.0,IN,Premium,273,61.0,0.04,Web,0,1,0
1856,Other,24.0,PK,Free,297,12.0,0.39,Desktop,6,0,1
1857,Female,32.0,FR,Family,96,70.0,0.21,Web,0,1,0
8053,Female,26.0,IN,Premium,26,54.0,0.25,Desktop,0,1,0
1859,Female,42.0,AU,Premium,29,78.0,0.21,Web,0,1,0
1860,Male,39.0,UK,Family,94,80.0,0.23,Mobile,0,1,0
1861,Other,19.0,FR,Family,129,97.0,0.28,Mobile,0,1,0
1862,Other,22.0,US,,251,30.0,0.55,Desktop,0,1,1
1863,Other,,DE,Student,279,,0.47,Desktop,0,1,1
1864,Male,51.0,PK,Student,239,36.0,0.37,Web,0,1,1
8054,Other,,UK,Family,199,22.0,0.4,Mobile,0,1,0
1866,Other,35.0,IN,Premium,45,33.0,0.53,Mobile,0,1,0
1867,Other,34.0,,Free,84,43.0,0.31,Mobile,39,0,1
1868,Female,,AU,Premium,58,36.0,0.55,Desktop,0,1,1
1869,Male,27.0,AU,Premium,279,29.0,0.46,Web,0,1,0
1870,Other,36.0,CA,Free,287,44.0,0.07,Mobile,32,0,1
1871,Male,37.0,IN,Premium,187,74.0,0.05,Mobile,0,1,0
1872,Other,,FR,Premium,116,84.0,0.59,Desktop,18,0,1
1873,Female,57.0,IN,Premium,30,43.0,0.32,Mobile,0,1,1
1874,Female,56.0,PK,Student,241,39.0,0.42,Desktop,0,1,1
1875,Other,58.0,UK,Premium,282,,0.45,Desktop,0,1,0
1876,Male,33.0,PK,Family,33,65.0,0.28,Web,0,1,1
1877,Male,57.0,FR,Family,82,96.0,0.43,Web,0,1,1
1878,Male,37.0,US,Free,21,40.0,0.35,Web,36,0,1
1879,Other,51.0,DE,Student,186,6.0,0.44,Web,0,1,1
1880,Female,23.0,UK,Free,19,46.0,0.34,Web,13,0,1
1881,Male,56.0,US,Premium,85,80.0,0.14,Desktop,0,1,0
1882,Other,54.0,DE,Student,278,57.0,0.21,,0,1,0
1883,Female,43.0,FR,Premium,88,35.0,0.36,Desktop,0,1,1
1884,Other,,IN,,245,42.0,0.28,Desktop,0,1,0
1885,Male,47.0,CA,Student,139,33.0,0.19,Desktop,0,1,1
8055,Other,45.0,FR,Student,151,39.0,0.25,Web,0,1,1
1887,Male,18.0,US,Free,165,21.0,0.05,,43,0,1
1888,Female,56.0,DE,Family,146,,0.16,Mobile,0,1,0
8056,Other,55.0,DE,Free,252,52.0,0.25,Desktop,49,0,1
1890,Male,48.0,AU,Premium,206,7.0,0.27,Web,0,1,0
1891,Male,22.0,US,Free,200,64.0,0.32,Web,42,0,1
1892,Female,28.0,AU,Student,71,18.0,0.42,Desktop,0,1,1
1893,Other,45.0,,Family,171,44.0,0.43,Web,0,1,1
1894,Other,58.0,IN,Premium,26,55.0,0.59,Web,0,1,1
1895,Other,31.0,,Premium,236,19.0,0.24,Mobile,0,1,0
1896,Other,42.0,PK,Free,136,25.0,0.05,Mobile,9,0,1
1897,Other,58.0,AU,Free,164,54.0,0.58,Web,24,0,1
